data_ulist_id,link,name,country,battle_rating,silver,rank,vehicle_category,type,required_exp
lincoln_b2,https://wiki.warthunder.ru/unit/lincoln_b2,Lincoln B.Mk.II,britain,6.0,185000,IV,Авиация,vehicle,54000
mb_5,https://wiki.warthunder.ru/unit/mb_5,MB.5,britain,5.0,,IV,Авиация,vehicle,
lightning_f53,https://wiki.warthunder.ru/unit/lightning_f53,Lightning F.53,britain,9.3,,VI,Авиация,vehicle,
la-9_china,https://wiki.warthunder.ru/unit/la-9_china,␗La-9,china,6.0,185000,IV,Авиация,vehicle,54000
martin_139wc,https://wiki.warthunder.ru/unit/martin_139wc,Martin 139WC,china,1.3,700,I,Авиация,vehicle,2900
md_450b_ouragan,https://wiki.warthunder.ru/unit/md_450b_ouragan,M.D.450B Ouragan,france,7.7,270000,V,Авиация,vehicle,95000
md_450b_barougan,https://wiki.warthunder.ru/unit/md_450b_barougan,M.D.450B Barougan,france,7.7,300000,V,Авиация,vehicle,53000
md_452_mystere_2a,https://wiki.warthunder.ru/unit/md_452_mystere_2a,M.D.452 IIA,france,8.0,300000,V,Авиация,vehicle,105000
md_452_mystere_2c_preproduction,https://wiki.warthunder.ru/unit/md_452_mystere_2c_preproduction,M.D.452 IIC,france,8.3,340000,V,Авиация,vehicle,61000
md_454_mystere_4a,https://wiki.warthunder.ru/unit/md_454_mystere_4a,Mystere IVA,france,8.7,450000,VI,Авиация,vehicle,160000
mb_157,https://wiki.warthunder.ru/unit/mb_157,M.B.157,france,3.3,47000,III,Авиация,vehicle,18000
mb_175t,https://wiki.warthunder.ru/unit/mb_175t,M.B.175T,france,3.3,32000,II,Авиация,vehicle,14000
maryland_mk1_france,https://wiki.warthunder.ru/unit/maryland_mk1_france,Martin 167-A3,france,2.0,6300,I,Авиация,vehicle,5900
mb_174_a3,https://wiki.warthunder.ru/unit/mb_174_a3,M.B.174A-3,france,2.7,6300,I,Авиация,vehicle,3000
leo_451_early,https://wiki.warthunder.ru/unit/leo_451_early,LeO 451 early,france,3.0,16000,II,Авиация,vehicle,9200
leo_451_late,https://wiki.warthunder.ru/unit/leo_451_late,LeO 451 late,france,3.0,22000,II,Авиация,vehicle,5600
mb_162,https://wiki.warthunder.ru/unit/mb_162,M.B.162,france,5.0,76000,III,Авиация,vehicle,26000
lancaster_mr7_france,https://wiki.warthunder.ru/unit/lancaster_mr7_france,Lancaster MR.7,france,5.0,185000,IV,Авиация,vehicle,54000
mb_152c1,https://wiki.warthunder.ru/unit/mb_152c1,M.B.152C1,france,2.3,,II,Авиация,vehicle,
late_298d,https://wiki.warthunder.ru/unit/late_298d,Late 298D,france,1.3,,I,Авиация,vehicle,
mc200_serie3,https://wiki.warthunder.ru/unit/mc200_serie3,▀C. 200 серия 3,germany,2.3,,I,Авиация,vehicle,
mc200_serie7,https://wiki.warthunder.ru/unit/mc200_serie7,▀C. 200 серия 7,germany,2.3,,I,Авиация,vehicle,
mc-202,https://wiki.warthunder.ru/unit/mc-202,▀C. 202,germany,3.0,,I,Авиация,vehicle,
md_454_mystere_4a_iaf,https://wiki.warthunder.ru/unit/md_454_mystere_4a_iaf,Mystere IVA,israel,8.7,450000,VI,Авиация,vehicle,160000
md_450b_ouragan_iaf,https://wiki.warthunder.ru/unit/md_450b_ouragan_iaf,M.D.450B Ouragan,israel,7.7,270000,V,Авиация,vehicle,95000
mc200_serie3_italy,https://wiki.warthunder.ru/unit/mc200_serie3_italy,C. 200 серия 3,italy,2.3,10000,II,Авиация,vehicle,7900
mc200_serie7_italy,https://wiki.warthunder.ru/unit/mc200_serie7_italy,C. 200 серия 7,italy,2.3,16000,II,Авиация,vehicle,4600
mc-202_italy,https://wiki.warthunder.ru/unit/mc-202_italy,C. 202,italy,3.0,16000,II,Авиация,vehicle,9200
mc-205_serie1,https://wiki.warthunder.ru/unit/mc-205_serie1,C. 205 серия 1,italy,3.7,22000,II,Авиация,vehicle,5600
mc-202_ec,https://wiki.warthunder.ru/unit/mc-202_ec,C. 202EC,italy,4.0,47000,III,Авиация,vehicle,18000
mc-205_n2,https://wiki.warthunder.ru/unit/mc-205_n2,C. 205N2,italy,4.7,76000,III,Авиация,vehicle,26000
mc-205_serie3,https://wiki.warthunder.ru/unit/mc-205_serie3,C. 205 серия 3,italy,4.7,155000,IV,Авиация,vehicle,46000
mc-202_d,https://wiki.warthunder.ru/unit/mc-202_d,C. 202D,italy,3.0,,II,Авиация,vehicle,
lagg-3-8,https://wiki.warthunder.ru/unit/lagg-3-8,ЛаГГ-3-8,ussr,2.0,10000,II,Авиация,vehicle,7900
lagg-3-11,https://wiki.warthunder.ru/unit/lagg-3-11,ЛаГГ-3-11,ussr,2.0,16000,II,Авиация,vehicle,4600
lagg-3-35,https://wiki.warthunder.ru/unit/lagg-3-35,ЛаГГ-3-35,ussr,2.3,16000,II,Авиация,vehicle,9200
lagg-3-66,https://wiki.warthunder.ru/unit/lagg-3-66,ЛаГГ-3-66,ussr,2.7,22000,II,Авиация,vehicle,5600
la-9,https://wiki.warthunder.ru/unit/la-9,Ла-9,ussr,6.0,210000,IV,Авиация,vehicle,71000
la_200_toriy,https://wiki.warthunder.ru/unit/la_200_toriy,Ла-200,ussr,7.7,300000,V,Авиация,vehicle,105000
lagg-3-4,https://wiki.warthunder.ru/unit/lagg-3-4,ЛаГГ-3-4,ussr,2.3,,II,Авиация,vehicle,
mbr-2,https://wiki.warthunder.ru/unit/mbr-2,МБР-2-М-34,ussr,1.0,,I,Авиация,vehicle,
lagg-3-23,https://wiki.warthunder.ru/unit/lagg-3-23,ЛаГГ-3-23,ussr,2.3,,II,Авиация,vehicle,
lagg-3-34,https://wiki.warthunder.ru/unit/lagg-3-34,ЛаГГ-3-34,ussr,2.3,,II,Авиация,vehicle,
lagg-i-301,https://wiki.warthunder.ru/unit/lagg-i-301,И-301,ussr,3.0,,II,Авиация,vehicle,
la_174,https://wiki.warthunder.ru/unit/la_174,Ла-174,ussr,8.0,,V,Авиация,vehicle,
mb_151c1,https://wiki.warthunder.ru/unit/mb_151c1,M.B.151C.1,france,1.7,,I,Авиация,vehicle,
meteor_fmk3,https://wiki.warthunder.ru/unit/meteor_fmk3,Meteor F Mk.3,britain,7.3,270000,V,Авиация,vehicle,95000
meteor_fmk3_navy,https://wiki.warthunder.ru/unit/meteor_fmk3_navy,Sea Meteor F Mk.3,britain,7.3,300000,V,Авиация,vehicle,53000
meteor_fmk4_lw,https://wiki.warthunder.ru/unit/meteor_fmk4_lw,Meteor F Mk.4 G.41F,britain,7.7,300000,V,Авиация,vehicle,105000
meteor_fmk4_sw,https://wiki.warthunder.ru/unit/meteor_fmk4_sw,Meteor F Mk.4 G.41G,britain,8.0,340000,V,Авиация,vehicle,61000
meteor_fmk8,https://wiki.warthunder.ru/unit/meteor_fmk8,Meteor F Mk.8 G.41K,britain,8.0,340000,V,Авиация,vehicle,61000
meteor_fmk8_reaper,https://wiki.warthunder.ru/unit/meteor_fmk8_reaper,Meteor F Mk.8 Reaper,britain,8.0,,V,Авиация,vehicle,
mig-21_bison,https://wiki.warthunder.ru/unit/mig-21_bison,▄MiG-21 Bison,britain,12.3,,VIII,Авиация,vehicle,
mig-15bis_nr23_china,https://wiki.warthunder.ru/unit/mig-15bis_nr23_china,J-2,china,8.3,300000,V,Авиация,vehicle,105000
mig-17_china,https://wiki.warthunder.ru/unit/mig-17_china,J-4,china,8.7,340000,V,Авиация,vehicle,61000
mig-19j_6a,https://wiki.warthunder.ru/unit/mig-19j_6a,J-6A,china,9.3,520000,VI,Авиация,vehicle,190000
mig-17_f5,https://wiki.warthunder.ru/unit/mig-17_f5,Shenyang F-5,china,9.3,,VI,Авиация,vehicle,
md_460,https://wiki.warthunder.ru/unit/md_460,Super Mystere B2,france,9.0,520000,VI,Авиация,vehicle,94000
meteor_fmk8_belgium,https://wiki.warthunder.ru/unit/meteor_fmk8_belgium,▄Meteor F Mk.8,france,8.0,340000,V,Авиация,vehicle,120000
md_460_yt_cup_2019,https://wiki.warthunder.ru/unit/md_460_yt_cup_2019,␙Super Mystere B2,france,9.0,,VI,Авиация,vehicle,
me-262a-1a,https://wiki.warthunder.ru/unit/me-262a-1a,Me 262 A-1a,germany,7.0,270000,V,Авиация,vehicle,95000
me-262c-1a,https://wiki.warthunder.ru/unit/me-262c-1a,Me 262 C-1a,germany,7.3,300000,V,Авиация,vehicle,53000
me-262c-2b,https://wiki.warthunder.ru/unit/me-262c-2b,Me 262 C-2b,germany,7.7,340000,V,Авиация,vehicle,61000
me-163b,https://wiki.warthunder.ru/unit/me-163b,Me 163B,germany,8.0,300000,V,Авиация,vehicle,105000
me-163b-0,https://wiki.warthunder.ru/unit/me-163b-0,Me 163B-0,germany,8.3,340000,V,Авиация,vehicle,61000
mig-15bis_nr23_german,https://wiki.warthunder.ru/unit/mig-15bis_nr23_german,◊MiG-15bis,germany,8.3,340000,V,Авиация,vehicle,120000
mig-17p_lim_5p,https://wiki.warthunder.ru/unit/mig-17p_lim_5p,◊Lim-5P,germany,8.7,450000,VI,Авиация,vehicle,160000
mig-19s,https://wiki.warthunder.ru/unit/mig-19s,◊MiG-19S,germany,9.3,620000,VI,Авиация,vehicle,220000
mig-21_bis_sau,https://wiki.warthunder.ru/unit/mig-21_bis_sau,◊MiG-21bis-SAU,germany,11.0,830000,VII,Авиация,vehicle,150000
me-410a-1_u2,https://wiki.warthunder.ru/unit/me-410a-1_u2,Me 410 A-1/U2,germany,3.7,76000,III,Авиация,vehicle,26000
me-410b-1_u2,https://wiki.warthunder.ru/unit/me-410b-1_u2,Me 410 B-1/U2,germany,4.3,105000,III,Авиация,vehicle,17000
me-410b-6_r3,https://wiki.warthunder.ru/unit/me-410b-6_r3,Me 410 B-6/R3,germany,5.0,155000,IV,Авиация,vehicle,46000
me-410a-1_u4,https://wiki.warthunder.ru/unit/me-410a-1_u4,Me 410 A-1/U4,germany,2.7,22000,II,Авиация,vehicle,11000
me-410b-2_u4,https://wiki.warthunder.ru/unit/me-410b-2_u4,Me 410 B-2/U4,germany,3.0,32000,II,Авиация,vehicle,6900
me-410a-1,https://wiki.warthunder.ru/unit/me-410a-1,Me 410 A-1,germany,3.3,47000,III,Авиация,vehicle,18000
me-410b-1,https://wiki.warthunder.ru/unit/me-410b-1,Me 410 B-1,germany,3.7,76000,III,Авиация,vehicle,13000
me-262a-1a_u4,https://wiki.warthunder.ru/unit/me-262a-1a_u4,Me 262 A-1/U4,germany,6.3,210000,IV,Авиация,vehicle,71000
me-262a-1a_early,https://wiki.warthunder.ru/unit/me-262a-1a_early,Me 262 A-1a/Jabo,germany,7.0,300000,V,Авиация,vehicle,105000
me_264,https://wiki.warthunder.ru/unit/me_264,Me 264,germany,5.0,47000,III,Авиация,vehicle,18000
me-262a1_u1,https://wiki.warthunder.ru/unit/me-262a1_u1,Me 262 A-1a/U1,germany,7.3,,V,Авиация,vehicle,
mig-21_bis_lazur,https://wiki.warthunder.ru/unit/mig-21_bis_lazur,"◊MiG-21 ""Lazur-M""",germany,11.0,,VII,Авиация,vehicle,
me-262a-2a,https://wiki.warthunder.ru/unit/me-262a-2a,Me 262 A-2a,germany,6.7,,V,Авиация,vehicle,
meteor_nfmk13,https://wiki.warthunder.ru/unit/meteor_nfmk13,Meteor NF.13,israel,7.7,270000,V,Авиация,vehicle,95000
meteor_fmk8_iaf,https://wiki.warthunder.ru/unit/meteor_fmk8_iaf,Meteor F.8,israel,8.0,300000,V,Авиация,vehicle,105000
md_460_sambad,https://wiki.warthunder.ru/unit/md_460_sambad,Sambad,israel,9.0,520000,VI,Авиация,vehicle,190000
md_460_saar,https://wiki.warthunder.ru/unit/md_460_saar,Sa'ar,israel,9.0,620000,VI,Авиация,vehicle,110000
mig-15bis_nr23_hungary,https://wiki.warthunder.ru/unit/mig-15bis_nr23_hungary,◔MiG-15bis,italy,8.3,340000,V,Авиация,vehicle,120000
mig-17pf_hungary,https://wiki.warthunder.ru/unit/mig-17pf_hungary,◔MiG-17PF,italy,8.7,450000,VI,Авиация,vehicle,160000
mig-15_ns23,https://wiki.warthunder.ru/unit/mig-15_ns23,МиГ-15,ussr,8.0,340000,V,Авиация,vehicle,120000
mig-15,https://wiki.warthunder.ru/unit/mig-15,МиГ-15бис,ussr,8.3,340000,V,Авиация,vehicle,61000
mig-17,https://wiki.warthunder.ru/unit/mig-17,МиГ-17,ussr,8.7,450000,VI,Авиация,vehicle,160000
mig-19pt,https://wiki.warthunder.ru/unit/mig-19pt,МиГ-19ПТ,ussr,9.3,520000,VI,Авиация,vehicle,190000
mig-21_bis,https://wiki.warthunder.ru/unit/mig-21_bis,МиГ-21бис,ussr,11.0,830000,VII,Авиация,vehicle,150000
mig-15bis_ish,https://wiki.warthunder.ru/unit/mig-15bis_ish,МиГ-15бис ИШ,ussr,8.0,,V,Авиация,vehicle,
mig-17_cuba,https://wiki.warthunder.ru/unit/mig-17_cuba,МиГ-17AC,ussr,9.0,,VI,Авиация,vehicle,
meteor_frmk9_iaf,https://wiki.warthunder.ru/unit/meteor_frmk9_iaf,Meteor FR.9,israel,8.0,,V,Авиация,vehicle,
mosquito_fb_mk6,https://wiki.warthunder.ru/unit/mosquito_fb_mk6,Mosquito FB.Mk.VI,britain,3.7,76000,III,Авиация,vehicle,26000
mosquito_fb_mk18,https://wiki.warthunder.ru/unit/mosquito_fb_mk18,Mosquito FB.Mk.XVIII,britain,3.0,105000,III,Авиация,vehicle,17000
mig-9_china,https://wiki.warthunder.ru/unit/mig-9_china,␗MiG-9,china,7.3,240000,V,Авиация,vehicle,82000
mig-9_late_china,https://wiki.warthunder.ru/unit/mig-9_late_china,␗MiG-9 (l),china,7.3,270000,V,Авиация,vehicle,48000
mosquito_fb_mk26_china,https://wiki.warthunder.ru/unit/mosquito_fb_mk26_china,Mosquito FB.Mk.26,china,3.7,47000,III,Авиация,vehicle,18000
mirage_3c,https://wiki.warthunder.ru/unit/mirage_3c,Mirage IIIC,france,10.0,710000,VII,Авиация,vehicle,260000
mirage_3e,https://wiki.warthunder.ru/unit/mirage_3e,Mirage IIIE,france,10.7,830000,VII,Авиация,vehicle,150000
mirage_f1c,https://wiki.warthunder.ru/unit/mirage_f1c,Mirage F1C,france,12.0,950000,VII,Авиация,vehicle,350000
mirage_2000c_s5,https://wiki.warthunder.ru/unit/mirage_2000c_s5,Mirage 2000C-S5,france,12.7,1080000,VIII,Авиация,vehicle,400000
mirage_2000_5f,https://wiki.warthunder.ru/unit/mirage_2000_5f,Mirage 2000-5F,france,13.7,1100000,VIII,Авиация,vehicle,410000
mirage_4000,https://wiki.warthunder.ru/unit/mirage_4000,Mirage 4000,france,13.0,1080000,VIII,Авиация,vehicle,400000
mirage_5f,https://wiki.warthunder.ru/unit/mirage_5f,Mirage 5F,france,10.0,710000,VII,Авиация,vehicle,260000
mirage_f1ct,https://wiki.warthunder.ru/unit/mirage_f1ct,Mirage F1CT,france,12.0,950000,VII,Авиация,vehicle,350000
mirage_2000d_r1,https://wiki.warthunder.ru/unit/mirage_2000d_r1,Mirage 2000D-R1,france,12.3,1080000,VIII,Авиация,vehicle,400000
mirage_5ba,https://wiki.warthunder.ru/unit/mirage_5ba,▄Mirage 5BA,france,10.3,710000,VII,Авиация,vehicle,260000
mirage_milan,https://wiki.warthunder.ru/unit/mirage_milan,Milan,france,9.7,,VI,Авиация,vehicle,
mirage_f1c_200,https://wiki.warthunder.ru/unit/mirage_f1c_200,Mirage F1C-200,france,12.0,,VII,Авиация,vehicle,
mirage_2000c_s4,https://wiki.warthunder.ru/unit/mirage_2000c_s4,Mirage 2000C-S4,france,12.3,,VIII,Авиация,vehicle,
mig-21_mf,https://wiki.warthunder.ru/unit/mig-21_mf,◊MiG-21MF,germany,10.3,710000,VII,Авиация,vehicle,260000
mig_23mla,https://wiki.warthunder.ru/unit/mig_23mla,◊MiG-23MLA,germany,11.7,950000,VII,Авиация,vehicle,350000
mig_29_9_12_germany,https://wiki.warthunder.ru/unit/mig_29_9_12_germany,◊MiG-29,germany,12.7,1080000,VIII,Авиация,vehicle,400000
mig_29_9_12g,https://wiki.warthunder.ru/unit/mig_29_9_12g,◄MiG-29G,germany,13.0,1100000,VIII,Авиация,vehicle,410000
mig_23bn,https://wiki.warthunder.ru/unit/mig_23bn,◊MiG-23BN,germany,9.7,620000,VI,Авиация,vehicle,220000
mig-21_sps_k,https://wiki.warthunder.ru/unit/mig-21_sps_k,◄MiG-21 SPS-K,germany,9.7,,VI,Авиация,vehicle,
mig_23mf_germany,https://wiki.warthunder.ru/unit/mig_23mf_germany,◊MiG-23MF,germany,11.0,,VII,Авиация,vehicle,
mirage_3cj,https://wiki.warthunder.ru/unit/mirage_3cj,Shahak,israel,10.0,710000,VII,Авиация,vehicle,260000
mig-21_mf_hungary,https://wiki.warthunder.ru/unit/mig-21_mf_hungary,◔MiG-21MF,italy,10.3,710000,VII,Авиация,vehicle,260000
mig-21_bis_sau_hungary,https://wiki.warthunder.ru/unit/mig-21_bis_sau_hungary,◔MiG-21bis-SAU,italy,11.0,830000,VII,Авиация,vehicle,150000
mig_23mf_hungary,https://wiki.warthunder.ru/unit/mig_23mf_hungary,◔MiG-23MF,italy,11.0,830000,VII,Авиация,vehicle,300000
mig_29_9_12b_hungary,https://wiki.warthunder.ru/unit/mig_29_9_12b_hungary,◔MiG-29,italy,12.7,1080000,VIII,Авиация,vehicle,400000
mig_21_bis_finland,https://wiki.warthunder.ru/unit/mig_21_bis_finland,▄MiG-21bis,sweden,11.0,830000,VII,Авиация,vehicle,300000
morko_morane,https://wiki.warthunder.ru/unit/morko_morane,Mörkö-Morane,sweden,2.3,,II,Авиация,vehicle,
mig_3_series_1_15,https://wiki.warthunder.ru/unit/mig_3_series_1_15,МиГ-3-15,ussr,2.3,2100,I,Авиация,vehicle,4000
mig_3_series_1_15_bk_pod,https://wiki.warthunder.ru/unit/mig_3_series_1_15_bk_pod,МиГ-3-15 (БК),ussr,2.3,10000,II,Авиация,vehicle,7900
mig_3_series_34,https://wiki.warthunder.ru/unit/mig_3_series_34,МиГ-3-34,ussr,2.7,16000,II,Авиация,vehicle,4600
mig-9,https://wiki.warthunder.ru/unit/mig-9,МиГ-9,ussr,7.3,270000,V,Авиация,vehicle,95000
mig-9_ussr,https://wiki.warthunder.ru/unit/mig-9_ussr,МиГ-9 (п),ussr,7.3,300000,V,Авиация,vehicle,53000
mig-21_f13,https://wiki.warthunder.ru/unit/mig-21_f13,МиГ-21Ф-13,ussr,9.3,620000,VI,Авиация,vehicle,110000
mig-21_smt,https://wiki.warthunder.ru/unit/mig-21_smt,МиГ-21СМТ,ussr,10.3,710000,VII,Авиация,vehicle,260000
mig_23m,https://wiki.warthunder.ru/unit/mig_23m,МиГ-23М,ussr,11.0,830000,VII,Авиация,vehicle,300000
mig_23mld,https://wiki.warthunder.ru/unit/mig_23mld,МиГ-23МЛД,ussr,11.7,950000,VII,Авиация,vehicle,175000
mig_29_9_13,https://wiki.warthunder.ru/unit/mig_29_9_13,МиГ-29,ussr,12.7,1080000,VIII,Авиация,vehicle,400000
mig_29smt_9_19,https://wiki.warthunder.ru/unit/mig_29smt_9_19,МиГ-29СМТ,ussr,13.3,1100000,VIII,Авиация,vehicle,410000
mig_27m,https://wiki.warthunder.ru/unit/mig_27m,МиГ-27М,ussr,11.0,830000,VII,Авиация,vehicle,300000
mig_27k,https://wiki.warthunder.ru/unit/mig_27k,МиГ-27К,ussr,11.0,950000,VII,Авиация,vehicle,175000
mig-21_s,https://wiki.warthunder.ru/unit/mig-21_s,МиГ-21С (Р-13-300),ussr,9.7,,VI,Авиация,vehicle,
mig_23ml,https://wiki.warthunder.ru/unit/mig_23ml,МиГ-23МЛ,ussr,11.7,,VII,Авиация,vehicle,
mig-21_pfm,https://wiki.warthunder.ru/unit/mig-21_pfm,МиГ-21ПФМ,ussr,9.3,,VI,Авиация,vehicle,
mirage_2000_5ei,https://wiki.warthunder.ru/unit/mirage_2000_5ei,␗Mirage 2000-5Ei,china,13.7,1120000,VIII,Авиация,vehicle,420000
mirage_2000d_rmv,https://wiki.warthunder.ru/unit/mirage_2000d_rmv,Mirage 2000D-RMV,france,12.7,1100000,VIII,Авиация,vehicle,410000
nimrod_mk1,https://wiki.warthunder.ru/unit/nimrod_mk1,Nimrod Mk.I,britain,1.0,0,I,Авиация,vehicle,
nimrod_mk2,https://wiki.warthunder.ru/unit/nimrod_mk2,Nimrod Mk.II,britain,1.0,700,I,Авиация,vehicle,2900
p-40e_china,https://wiki.warthunder.ru/unit/p-40e_china,␗P-40E-1,china,2.7,16000,II,Авиация,vehicle,9200
p-43a-1_china,https://wiki.warthunder.ru/unit/p-43a-1_china,␗P-43A-1,china,2.7,22000,II,Авиация,vehicle,5600
p-38l_1_china_rocaf,https://wiki.warthunder.ru/unit/p-38l_1_china_rocaf,␗P-38L-1,china,4.7,76000,III,Авиация,vehicle,26000
p-40c_china,https://wiki.warthunder.ru/unit/p-40c_china,H-81A-2,china,2.3,,II,Авиация,vehicle,
ms_405c1,https://wiki.warthunder.ru/unit/ms_405c1,M.S.405C1,france,2.0,2100,I,Авиация,vehicle,4000
ms_406c1,https://wiki.warthunder.ru/unit/ms_406c1,M.S.406C1,france,2.0,6300,I,Авиация,vehicle,3000
ms_410c1,https://wiki.warthunder.ru/unit/ms_410c1,M.S.410,france,2.3,10000,II,Авиация,vehicle,7900
nc_223_3,https://wiki.warthunder.ru/unit/nc_223_3,N.C.223.3,france,3.0,10000,II,Авиация,vehicle,7900
p-40f-5_france_ep,https://wiki.warthunder.ru/unit/p-40f-5_france_ep,▄P-40F-5 Lafayette,france,2.7,,II,Авиация,vehicle,
p-39q_25_france,https://wiki.warthunder.ru/unit/p-39q_25_france,▄P-39Q-25,france,3.7,,III,Авиация,vehicle,
nesher,https://wiki.warthunder.ru/unit/nesher,Nesher,israel,10.0,710000,VII,Авиация,vehicle,260000
n1k1_kyuofu,https://wiki.warthunder.ru/unit/n1k1_kyuofu,N1K1,japan,2.3,16000,II,Авиация,vehicle,4600
n1k1_ja,https://wiki.warthunder.ru/unit/n1k1_ja,N1K1-Ja,japan,5.3,200000,IV,Авиация,vehicle,63000
n1k2_j,https://wiki.warthunder.ru/unit/n1k2_j,N1K2-J,japan,6.0,210000,IV,Авиация,vehicle,35000
n1k2_jko,https://wiki.warthunder.ru/unit/n1k2_jko,N1K2-Ja,japan,6.0,210000,IV,Авиация,vehicle,35000
p-26a_34_m2,https://wiki.warthunder.ru/unit/p-26a_34_m2,P-26A-34 M2,usa,1.0,0,I,Авиация,vehicle,
p-26a_33,https://wiki.warthunder.ru/unit/p-26a_33,P-26A-33,usa,1.0,700,I,Авиация,vehicle,2900
p-26b_35,https://wiki.warthunder.ru/unit/p-26b_35,P-26B-35,usa,1.0,2100,I,Авиация,vehicle,2000
p-400,https://wiki.warthunder.ru/unit/p-400,P-400,usa,2.0,10000,II,Авиация,vehicle,7900
p-38e,https://wiki.warthunder.ru/unit/p-38e,P-38E,usa,3.0,16000,II,Авиация,vehicle,9200
p-38g,https://wiki.warthunder.ru/unit/p-38g,P-38G-1,usa,3.3,22000,II,Авиация,vehicle,5600
p-39n,https://wiki.warthunder.ru/unit/p-39n,P-39N-0,usa,2.7,22000,II,Авиация,vehicle,11000
p-39q_5,https://wiki.warthunder.ru/unit/p-39q_5,P-39Q-5,usa,2.7,32000,II,Авиация,vehicle,6900
p-38j,https://wiki.warthunder.ru/unit/p-38j,P-38J-15,usa,4.3,155000,III,Авиация,vehicle,46000
p-38l,https://wiki.warthunder.ru/unit/p-38l,P-38L-5-LO,usa,4.7,185000,III,Авиация,vehicle,27000
p-36a,https://wiki.warthunder.ru/unit/p-36a,P-36A,usa,1.3,700,I,Авиация,vehicle,2900
p-36c,https://wiki.warthunder.ru/unit/p-36c,P-36C,usa,1.7,2100,I,Авиация,vehicle,4000
p-36g,https://wiki.warthunder.ru/unit/p-36g,P-36G,usa,2.7,10000,II,Авиация,vehicle,7900
p-40e,https://wiki.warthunder.ru/unit/p-40e,P-40E-1,usa,2.7,16000,II,Авиация,vehicle,9200
p-40f_10,https://wiki.warthunder.ru/unit/p-40f_10,P-40F-10,usa,2.7,22000,II,Авиация,vehicle,5600
p-47d,https://wiki.warthunder.ru/unit/p-47d,P-47D-25,usa,4.3,105000,III,Авиация,vehicle,17000
os2u_1,https://wiki.warthunder.ru/unit/os2u_1,OS2U-1,usa,1.0,0,I,Авиация,vehicle,
os2u_3,https://wiki.warthunder.ru/unit/os2u_3,OS2U-3,usa,1.0,0,I,Авиация,vehicle,
p-36c_rb,https://wiki.warthunder.ru/unit/p-36c_rb,○P-36C,usa,1.7,,I,Авиация,vehicle,
p-40e_td,https://wiki.warthunder.ru/unit/p-40e_td,P-40E-1 TD,usa,2.7,,II,Авиация,vehicle,
p-38g_metal,https://wiki.warthunder.ru/unit/p-38g_metal,XP-38G,usa,3.3,,II,Авиация,vehicle,
p-26a_34,https://wiki.warthunder.ru/unit/p-26a_34,P-26A-34,usa,1.0,,I,Авиация,vehicle,
p-36a_rasmussen,https://wiki.warthunder.ru/unit/p-36a_rasmussen,P-36A Расмуссена,usa,1.3,,I,Авиация,vehicle,
p-40c,https://wiki.warthunder.ru/unit/p-40c,P-40C,usa,2.3,,II,Авиация,vehicle,
p-43a-1,https://wiki.warthunder.ru/unit/p-43a-1,P-43A-1,usa,2.7,,II,Авиация,vehicle,
p-38j_marge,https://wiki.warthunder.ru/unit/p-38j_marge,P-38J-15 Бонга,usa,4.3,,IV,Авиация,vehicle,
p-38k,https://wiki.warthunder.ru/unit/p-38k,P-38K,usa,5.3,,IV,Авиация,vehicle,
p-40e_ussr,https://wiki.warthunder.ru/unit/p-40e_ussr,▂P-40E-1,ussr,2.7,,II,Авиация,vehicle,
p-39k_1,https://wiki.warthunder.ru/unit/p-39k_1,▂P-39K-1,ussr,2.7,,II,Авиация,vehicle,
p-39n_su,https://wiki.warthunder.ru/unit/p-39n_su,▂P-39N-0 Покрышкина,ussr,3.0,,III,Авиация,vehicle,
p-39q_15,https://wiki.warthunder.ru/unit/p-39q_15,▂P-39Q-15,ussr,3.3,,III,Авиация,vehicle,
p-51b,https://wiki.warthunder.ru/unit/p-51b,▄Mustang Mk.IA,britain,3.7,,III,Авиация,vehicle,
p-66,https://wiki.warthunder.ru/unit/p-66,P-66,china,2.3,10000,II,Авиация,vehicle,7900
p-47d_23_ra_china_rocaf,https://wiki.warthunder.ru/unit/p-47d_23_ra_china_rocaf,␗P-47D-23-RA,china,3.7,47000,III,Авиация,vehicle,18000
p-47d_30_china,https://wiki.warthunder.ru/unit/p-47d_30_china,␗P-47D-30,china,5.0,76000,III,Авиация,vehicle,13000
p-51d-20_china,https://wiki.warthunder.ru/unit/p-51d-20_china,␗P-51D-20,china,4.0,76000,III,Авиация,vehicle,26000
p-51k,https://wiki.warthunder.ru/unit/p-51k,␗P-51K,china,5.0,105000,III,Авиация,vehicle,17000
p1y1_mod11_china,https://wiki.warthunder.ru/unit/p1y1_mod11_china,␗P1Y1 mod. 11,china,3.3,16000,II,Авиация,vehicle,9200
pb4y-2_china,https://wiki.warthunder.ru/unit/pb4y-2_china,␗PB4Y-2,china,4.7,155000,IV,Авиация,vehicle,46000
p-51c-11-nt_china,https://wiki.warthunder.ru/unit/p-51c-11-nt_china,␗P-51C-11-NT,china,3.7,,III,Авиация,vehicle,
p-63c-5_france,https://wiki.warthunder.ru/unit/p-63c-5_france,▄P-63C-5,france,4.0,76000,III,Авиация,vehicle,26000
pb4y-2_france,https://wiki.warthunder.ru/unit/pb4y-2_france,▄PB4Y-2,france,4.7,155000,IV,Авиация,vehicle,46000
